Name,Date,Time,Venue,Address,Tickets Buying Urls,Filter
A Gentle Comedy: Donizetti’s L’Elisir d’Amore,"18 Jan,12 Apr","6:30 pm GMT-5,8:00 pm GMT-5",House of the Redeemer,"7 E 95th St, New York, NY, United States",https://www.eventbrite.com/e/a-gentle-comedy-donizettis-lelisir-damore-tickets-410734687507 | https://allevents.in/new%20york/a-gentle-comedy-donizettis-lelisir-damore/10000410734687507 | https://www.houseoftheredeemer.org/calendar/list/?tribe_paged=1,today
BKLYN Comedy Club Presents:  HAPPY HOUR,1 Feb,"6:00 pm GMT-5,7:30 pm GMT-5",BKLYN Comedy Club,"308 Bedford Ave Rear, Brooklyn, NY, United States",https://www.eventbrite.com/e/bklyn-comedy-club-presents-happy-hour-tickets-482628503847 | https://allevents.in/brooklyn/bklyn-comedy-club-presents-happy-hour/10000482628503847,today
Review: The Collaboration on Broadway,"7 Jan,5 Feb","12:00 am GMT-5,12:00 am GMT-5",Samuel J Friedman Theatre,"261 W 47th St, New York, NY, United States",https://www.timeout.com/newyork/theater/collaboration-broadway-review-warhol-basquiat-paul-bettany-jeremy-pope | https://pix11.com/calendar/#!/details/THE-COLLABORATION-ON-BROADWAY/10972107/2023-01-07T14 | https://bronx.news12.com/bronx-events#!/details/THE-COLLABORATION-ON-BROADWAY/10972107/2023-01-07T14 | https://new-york.events/dates/the-collaboration-jan-07-2023-2-00-pm/ | https://heartbeatmap.com/event/260017,today
Blood Countess Off-Broadway at the Players Theatre,"6 Jan,5 Feb","7:00 pm GMT-5,2:00 pm GMT-5",The Players Theatre,"115 MacDougal St, New York, NY, United States",https://feverup.com/m/123859,today
Kimberly Akimbo,"1 Feb,2 Feb","2:00 pm GMT-5,12:00 am GMT-5",Booth Theatre,"222 W 45th St, New York, NY, United States",https://www.vividseats.com/kimberly-akimbo-tickets-new-york-booth-theatre-2-1-2023--theater-musical/production/3987426?utm_medium=organic&utm_source=google_eventsearch | https://www.ticketsmarter.com/e/kimberly-akimbo-tickets-new-york-2-1-2023-booth-theatre/5189416 | https://www.closeseats.com/new-york/broadway/kimberly-akimbo-tickets/5189384 | https://www.meetandgreetticket.com/Events/5189416/Kimberly-Akimbo-Tickets | https://www.ticketmaster.com/kimberly-akimbo-new-york-02-01-2023/event/Z7r9jZ1Adfo0-,today
RNB WEDNESDAY'S,"1 Feb,2 Feb","5:00 pm GMT-5,12:00 am GMT-5",Utopia Kitchen & Lounge,"238 Sherman Ave Ground floor, New York, NY, United States",https://allevents.in/new%20york/rnb-wednesdays/10000461803896887?ref=eventlist-cat,today
BETWEEN RIVERSIDE AND CRAZY,"31 Jan,12 Feb",,The Hayes Theater,"240 W 44th St, New York, NY, United States",https://2st.com/shows/between-riverside-and-crazy | https://pix11.com/calendar/?_escaped_fragment_=/show/?start=2022-05-21#!/details/Crazy/11136518/2023-01-31T19 | https://www.ticketclub.com/tickets/between-riverside-and-crazy-2023-01-31-5347441,today
Restaurant Week Winter 2023,"17 Jan,12 Feb",,,"Manhattan, New York, NY, USA",https://www.nycinsiderguide.com/restaurant-week-new-york-city,today
The Play That Goes Wrong,"1 Feb,2 Feb","2:00 pm GMT-5,12:00 am GMT-5",New World Stages,"340 W 50th St, New York, NY, United States",https://www.eventticketscenter.com/the-play-that-goes-wrong-new-york-02-01-2023/5231886/t | https://www.feefreeticket.com/the-play-that-goes-wrong-new-world-stages-stage-4/5231886 | https://www.ticketsource.com/2117060/The-Play-That-Goes-Wrong | https://broadwaymusicals.us/dates/the-play-that-goes-wrong-feb-01-2023-7-00-pm/ | https://www.eventsfy.com/event/the-play-that-goes-wrong-d0b9/new-york/stage-2-at-new-world-stages/2023-02-01,today
RNB WEDNESDAY'S,"1 Feb,2 Feb","5:00 pm GMT-5,12:00 am GMT-5",Utopia Kitchen & Lounge,"238 Sherman Ave Ground floor, New York, NY, United States",https://allevents.in/new%20york/rnb-wednesdays/10000461803896887?ref=eventlist-cat,tomorrow
BETWEEN RIVERSIDE AND CRAZY,"31 Jan,12 Feb",,The Hayes Theater,"240 W 44th St, New York, NY, United States",https://2st.com/shows/between-riverside-and-crazy | https://pix11.com/calendar/?_escaped_fragment_=/show/?start=2022-05-21#!/details/Crazy/11136518/2023-01-31T19 | https://www.ticketclub.com/tickets/between-riverside-and-crazy-2023-01-31-5347441,tomorrow
Restaurant Week Winter 2023,"17 Jan,12 Feb",,,"Manhattan, New York, NY, USA",https://www.nycinsiderguide.com/restaurant-week-new-york-city,tomorrow
The Play That Goes Wrong,"1 Feb,2 Feb","2:00 pm GMT-5,12:00 am GMT-5",New World Stages,"340 W 50th St, New York, NY, United States",https://www.eventticketscenter.com/the-play-that-goes-wrong-new-york-02-01-2023/5231886/t | https://www.feefreeticket.com/the-play-that-goes-wrong-new-world-stages-stage-4/5231886 | https://www.ticketsource.com/2117060/The-Play-That-Goes-Wrong | https://broadwaymusicals.us/dates/the-play-that-goes-wrong-feb-01-2023-7-00-pm/ | https://www.eventsfy.com/event/the-play-that-goes-wrong-d0b9/new-york/stage-2-at-new-world-stages/2023-02-01,tomorrow
The Blond Thursdays,2 Feb,5:00 pm GMT-5,The Blond,"11 Howard St, New York, NY, United States",https://app.discotech.me/events/37281110-the-blond-thursdays-at-the-blond,tomorrow
The Village! A Disco Musical | Dixon Place | Theater in New York,"2 Feb,24 Feb","12:00 am GMT-5,12:00 am GMT-5",Dixon Place,"161A Chrystie St, New York, NY, United States",https://www.timeout.com/newyork/theater/the-village-a-disco-musical,tomorrow
AWS Cloud Architect Training in New York City,"13 Jan,11 Feb",,"Simplilearn Solutions Pvt Ltd., New York City","600 3rd Ave 2nd floor, New York, NY, United States",https://www.simplilearn.com/aws-cloud-architect-certification-training-course-in-new-york-city,tomorrow
NYC Restaurant Week,"17 Jan,12 Feb","12:00 am GMT-5,12:00 am GMT-5",The Dram Shop Bar,"339 9th St, Brooklyn, NY, United States",https://www.dramshopbrooklyn.com/event/nyc-restaurant-week/ | https://rove.me/to/new-york/nyc-restaurant-week | https://eventseeker.com/new-york/jan-17-2023/432035477-nyc-restaurant-week,tomorrow
GoFit Baby | 7-14 Months,2 Feb,"11:05 am GMT-5,11:40 am GMT-5",FunFit Kids,"550 W 110th St, New York, NY, United States",https://www.hisawyer.com/marketplace/activity-set/352724,tomorrow
NYC Skyline Dinner Cruise,"6 Jan,5 Feb","7:00 pm GMT-5,7:00 pm GMT-5",Event Cruises NYC,"Pier 36, 299 South St, New York, NY, United States",https://eventcruisesnyc.com/events/nyc-skyline-dinner-cruise | https://libertycruise.nyc/events/nyc-skyline-dinner-cruise | https://www.eventbrite.com/e/nyc-skyline-dinner-cruise-tickets-163538569263 | https://mommypoppins.com/new-york-city-kids/event/tours-attractions/nyc-skyline-dinner-cruise-2023,tomorrow
Any Given Day: Reelabilities Film Fest,1 Feb,1:00 am GMT-5,Shimon and Sara Birnbaum Jewish Community Center,"775 Talamini Rd, Bridgewater Township, NJ, United States",https://www.jfedshaw.org/calendar/praying-with-lior,today
AWS Cloud Architect Training in New York City,"13 Jan,11 Feb",,"Simplilearn Solutions Pvt Ltd., New York City","600 3rd Ave 2nd floor, New York, NY, United States",https://www.simplilearn.com/aws-cloud-architect-certification-training-course-in-new-york-city,today
NYC Restaurant Week,"17 Jan,12 Feb","12:00 am GMT-5,12:00 am GMT-5",The Dram Shop Bar,"339 9th St, Brooklyn, NY, United States",https://www.dramshopbrooklyn.com/event/nyc-restaurant-week/ | https://rove.me/to/new-york/nyc-restaurant-week | https://eventseeker.com/new-york/jan-17-2023/432035477-nyc-restaurant-week,today
NYC Skyline Dinner Cruise,"6 Jan,5 Feb","7:00 pm GMT-5,7:00 pm GMT-5",Event Cruises NYC,"Pier 36, 299 South St, New York, NY, United States",https://eventcruisesnyc.com/events/nyc-skyline-dinner-cruise | https://libertycruise.nyc/events/nyc-skyline-dinner-cruise | https://www.eventbrite.com/e/nyc-skyline-dinner-cruise-tickets-163538569263 | https://mommypoppins.com/new-york-city-kids/event/tours-attractions/nyc-skyline-dinner-cruise-2023,today
WDHA Presents Alter Bridge - Pawns & Kings Tour,1 Feb,"6:00 pm GMT-5,10:00 pm GMT-5",The Wellmont Theater,"5 Seymour St, Montclair, NJ, United States",https://www.songkick.com/concerts/40597490-alter-bridge-at-wellmont-theater?utm_medium=organic&utm_source=microformat | https://www.vividseats.com/alter-bridge-tickets-montclair-wellmont-theater-2-1-2023--concerts-rock/production/4074652?utm_medium=organic&utm_source=google_eventsearch | https://www.bandsintown.com/t/103689776?came_from=209 | https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fwdha-presents-alter-bridge-pawns-kings-montclair-new-jersey-02-01-2023%2Fevent%2F02005D11EA0A5CD2 | https://wellmonttheater.com/shows/alter-bridge-pawns-kings-tour/,today
Leopoldstadt,1 Feb,1:00 pm GMT-5,Longacre Theatre,"220 W 48th St, New York, NY, United States",https://www.ticketsmarter.com/e/leopoldstadt-tickets-new-york-2-1-2023-longacre-theatre/5363414 | http://48thstreettheatre.com/events/leopoldstadt-117/ | https://www.ticketmaster.com/leopoldstadt-new-york-02-01-2023/event/Z7r9jZ1Ad_AuO | https://seatgeek.com/leopoldstadt-new-york-tickets/theater/2023-02-01-1-pm/5845921 | https://local.aarp.org/event/leopoldstadt-2023-02-01-tm-new-york-ny.html,today
F*ck7thGrade,"23 Jan,11 Feb","12:00 am GMT-5,12:00 am GMT-5",wild project,"195 E 3rd St, New York, NY, United States",https://ci.ovationtix.com/621/production/1133446 | https://thewildproject.org/ | https://www.timeout.com/newyork/theater/f-ck7thgrade | https://antigonerising.com/event/4861372/619502013/f-ck7thgrade | https://events.gaycitynews.com/event/fck7thgrade-2/2023-01-23/,today
East New York Reads Homework Help,1 Feb,3:30 pm GMT-5,Brooklyn Public Library - Arlington Branch,"203 Arlington Ave. at, Warwick St, Brooklyn, NY, United States",https://www.bklynlibrary.org/calendar/east-new-york-reads-arlington-library-20230201 | https://events.metrophiladelphia.com/event/east-new-york-reads-homework-help-at-arlington-library-2023-02-01/ | https://events.brooklynpaper.com/event/east-new-york-reads-homework-help-at-arlington-library-2023-02-01/ | https://events.gaycitynews.com/event/east-new-york-reads-homework-help-at-arlington-library-2023-02-01/,today
Hapi.js - New York (NYC) - Midtown Manhattan - Park Avenue & E48-49th (Grand Central),2 Feb,,,"299 Park Ave 6th floor, New York, NY, USA",https://www.nobleprog.com/cc/68403?id=68403-151956-20230123,today
Texworld New York City 2023,"31 Jan,2 Feb",,,"Parkwood Ave, Staten Island, NY, USA",https://www.fibre2fashion.com/trade-fairs/texworld-new-york-city-2023-60249,today
Happy Hour Standup Comedy Show @ Grisly Pear Comedy Club Thursday,2 Feb,"6:15 pm GMT-5,7:30 pm GMT-5",The Grisly Pear Greenwich Village,"107 MacDougal St, New York, NY, United States",https://www.eventbrite.com/e/happy-hour-standup-comedy-show-grisly-pear-comedy-club-thursday-tickets-249069592857 | https://allevents.in/new%20york/happy-hour-standup-comedy-show-grisly-pear-comedy-club-thursday/10000484214226787,tomorrow
Moulin Rouge - The Musical,3 Feb,,Al Hirschfeld Theatre,"302 W 45th St, New York, NY, United States",https://www.closeseats.com/new-york/broadway/moulin-rouge-the-musical-tickets/5188190 | http://www.alhirschfeldtheatre.org/events/moulin-rouge-the-musical-809/ | https://www.stubhub.com/parking-passes-only-moulin-rouge-the-musical-new-york-new-york-tickets-2-2-2023/event/150348692/ | https://local.aarp.org/event/moulin-rouge-2023-02-02-tm-new-york-ny.html | https://www.ticketsmate.com/theater-tickets/Moulin-Rouge-The-Musical/Moulin-Rouge-The-Musical-Al-Hirschfeld-Theatre/2-2-5188190,tomorrow
Sapphire 39 Thursdays,2 Feb,6:00 pm GMT-5,Sapphire 39,"20 W 39th St, New York, NY, United States",https://app.discotech.me/events/37281726-sapphire-39-thursdays-at-sapphire-39,tomorrow
F*ck7thGrade,"23 Jan,11 Feb","12:00 am GMT-5,12:00 am GMT-5",wild project,"195 E 3rd St, New York, NY, United States",https://ci.ovationtix.com/621/production/1133446 | https://thewildproject.org/ | https://www.timeout.com/newyork/theater/f-ck7thgrade | https://antigonerising.com/event/4861372/619502013/f-ck7thgrade | https://events.gaycitynews.com/event/fck7thgrade-2/2023-01-23/,tomorrow
"LIMBS, Dark Divine,  Vagrants",2 Feb,"6:30 pm GMT-5,10:30 pm GMT-5",Saint Vitus Bar,"1120 Manhattan Ave, Brooklyn, NY, United States",https://dice.fm/event/q8o6y-limbs-dark-divine-vagrants-2nd-feb-saint-vitus-bar-new-york-tickets | https://www.songkick.com/concerts/40817903-limbs-at-saint-vitus-bar?utm_medium=organic&utm_source=microformat | https://pix11.com/calendar/?_escaped_fragment_=/show/?start=2021-12-22#!/details/Dark-Divine-LIMBS-Vagrants/11345069/2023-02-02T18 | https://donyc.com/events/2023/2/2/limbs-dark-divine-vagrants-tickets | http://events.wfuv.org/artists/limbs,tomorrow
Hapi.js - New York (NYC) - Midtown Manhattan - Park Avenue & E48-49th (Grand Central),2 Feb,,,"299 Park Ave 6th floor, New York, NY, USA",https://www.nobleprog.com/cc/68403?id=68403-151956-20230123,tomorrow
Texworld New York City 2023,"31 Jan,2 Feb",,,"Parkwood Ave, Staten Island, NY, USA",https://www.fibre2fashion.com/trade-fairs/texworld-new-york-city-2023-60249,tomorrow
East New York Reads Homework Help,2 Feb,3:30 pm GMT-5,Brooklyn Public Library - New Lots Branch,"665 New Lots Avenue at, Barbey St, Brooklyn, NY, United States",https://www.bklynlibrary.org/calendar/east-new-york-reads-new-lots-library-20230202 | https://events.rocklandparent.com/event/east-new-york-reads-homework-help-at-new-lots-library-2023-02-02/ | https://events.amny.com/event/east-new-york-reads-homework-help-at-cypress-hills-library-2023-02-02/ | https://events.metrophiladelphia.com/event/east-new-york-reads-homework-help-at-cypress-hills-library-2023-02-02/ | https://events.brownstoner.com/event/east-new-york-reads-homework-help-at-new-lots-library-2023-02-02/,tomorrow
Friend Island Comedy Show,"14 Jan,6 Feb","8:00 pm GMT-5,9:30 pm GMT-5",Fiction Bar/Cafe,"308 Hooper St, Brooklyn, NY, United States",https://allevents.in/brooklyn/friend-island-comedy-show/10000499617558567,tomorrow
Intro to Songwriting Intensive Workshop,"14 Jan,4 Feb","8:00 pm GMT-5,9:30 pm GMT-5",,"146 W 29th St, New York, NY, USA",https://coursehorse.com/nyc/classes/performing-arts/music/song-writing/introduction-to-songwriting-intensive?schedule=3690957 | https://krowneonyourvoice.com/songwriting_intensive.html,tomorrow
Friend Island Comedy Show,"14 Jan,6 Feb","8:00 pm GMT-5,9:30 pm GMT-5",Fiction Bar/Cafe,"308 Hooper St, Brooklyn, NY, United States",https://allevents.in/brooklyn/friend-island-comedy-show/10000499617558567,today
Intro to Songwriting Intensive Workshop,"14 Jan,4 Feb","8:00 pm GMT-5,9:30 pm GMT-5",,"146 W 29th St, New York, NY, USA",https://coursehorse.com/nyc/classes/performing-arts/music/song-writing/introduction-to-songwriting-intensive?schedule=3690957 | https://krowneonyourvoice.com/songwriting_intensive.html,today
A.I.R. Gallery,"7 Jan,5 Feb",,AIR,"155 Plymouth St, Brooklyn, NY, United States",https://www.airgallery.org/,today
Rock the Line: A Play by Kathleen Warnock,"11 Jan,5 Feb","10:00 pm GMT-5,1:00 am GMT-5",The Flea Theater,"20 Thomas St, New York, NY, United States",https://www.purplecircuit.org/openings/rock-the-line-a-play-by-kathleen-warnock/,today
Tonight at Marie's Crisis,"1 Feb,2 Feb","4:00 pm GMT-5,4:00 am GMT-5",Marie's Crisis Café,"59 Grove St, New York, NY, United States",https://tockify.com/thotyssey/detail/17261/1675285200000,today
Let’s Jam! (Music),1 Feb,"2:00 pm GMT-5,3:00 pm GMT-5",Senior Center on the Square,"20 Washington Square N, New York, NY, United States",https://www.greenwichhouse.org/event/lets-jam-music/2023-02-01/,today
Harlem Muse Open Mic,1 Feb,"6:30 pm GMT-5,10:00 pm GMT-5",Tsion Cafe,"763 St Nicholas Ave, New York, NY, United States",https://allevents.in/new%20york/harlem-muse-open-mic/10000499101856087,today
"RAISING CANE'S FLAGSHIP OPENING, NYC — Average Socialite",1 Feb,"2:00 pm GMT-5,3:00 pm GMT-5",Times Square,"498-400 W 44th St, New York, NY, United States",https://www.averagesocialite.com/nyc-events/2023/2/1/raising-canes-flagship-opening-nyc,today
Open Mic Event,"2 Jan,1 Feb","4:00 pm GMT-5,9:27 am GMT-5",,"50 Daniel St, Farmingdale, NY, USA",https://www.openmiclongisland.com/MoreInfo/NjMxNyMjIyNURVhU,today
Open Mic Event,"7 Jan,6 Feb","6:30 pm GMT-5,3:09 am GMT-5",Bartini Bar & Lounge,"124 N Carll Ave, Babylon, NY, United States",https://www.openmicnewyork.com/MoreInfo/NTIwOCMjIyNURVhU | https://www.openmiclongisland.com/MoreInfo/NTIwOCMjIyNURVhU,today
& Juliet,"2 Feb,3 Feb","3:00 pm GMT-5,1:00 am GMT-5",Stephen Sondheim Theatre,"124 W 43rd St, New York, NY, United States",https://www.eventticketscenter.com/juliet-new-york-02-02-2023/5215971/t | https://www.closeseats.com/new-york/broadway/and-juliet-tickets/5215971 | https://www.stephensondheimtheater.com/events/juliet-82/,tomorrow
Columbia University — Anita Graef,2 Feb,"6:00 pm GMT-5,7:00 pm GMT-5",St. Paul's Chapel,"1160 Amsterdam Ave, New York, NY, United States",https://www.anitagraef.com/events/2023/2/2/columbia-university,tomorrow
A.I.R. Gallery,"7 Jan,5 Feb",,AIR,"155 Plymouth St, Brooklyn, NY, United States",https://www.airgallery.org/,tomorrow
Theater for Change – Hybrid,2 Feb,"3:00 pm GMT-5,4:00 pm GMT-5",Senior Center on the Square,"20 Washington Square N, New York, NY, United States",https://www.greenwichhouse.org/event/theater-for-change-hybrid/2023-02-02/,tomorrow
Jewel Thief Thursdays,2 Feb,6:00 pm GMT-5,Jewel Thief,"30 W 30th St, New York, NY, United States",https://app.discotech.me/events/37282157-jewel-thief-thursdays-at-jewel-thief,tomorrow
Groovy Likkle Ting,"2 Feb,4 Feb","10:00 pm GMT-5,2:00 am GMT-5",The Rogers Garden,"708 Rogers Ave, Brooklyn, NY, United States",https://www.witheta.com/event/groovy-likkle-ting-20457,tomorrow
Tonight at Marie's Crisis,"1 Feb,2 Feb","4:00 pm GMT-5,4:00 am GMT-5",Marie's Crisis Café,"59 Grove St, New York, NY, United States",https://tockify.com/thotyssey/detail/17261/1675285200000,tomorrow
Without You,2 Feb,"2:00 pm GMT-5,7:00 pm GMT-5",New World Stages,"340 W 50th St, New York, NY, United States",https://www.vividseats.com/without-you-tickets-new-york-new-world-stages---stage-5-2-2-2023--theater-arts-and-theater/production/4186095?utm_medium=organic&utm_source=google_eventsearch | https://www.ticketsmarter.com/e/without-you-tickets-new-york-2-2-2023-new-world-stages-stage-5/5413972 | https://www.ticketsource.com/2193441/Without-You | https://www.unation.com/event/without-you-14128966,tomorrow
