Name,Date,Time,Venue,Address,Tickets Buying Urls,Filter
Paradise Blue,,,Aurora Theatre Company,"2081 Addison St, Berkeley, CA",https://go.evvnt.com/1509335-0?pid=6239 | https://otlcityguides.com/san-francisco-events/?_evDiscoveryPath=/event%2F1509335-paradise-blue | https://allevents.in/berkeley/paradise-blue/300036269596?ref=eventlist-cat-ongoing,today
Play Therapy  Meets on Wednesday February 8th and February 22nd  2pm-5pm,,,Lincoln,"51 Marina Blvd, Pittsburg, CA",https://www.eventbrite.com/e/play-therapy-meets-on-wednesday-february-8th-and-february-22nd-2pm-5pm-tickets-493307785867 | https://allevents.in/pittsburg/play-therapy-meets-on-wednesday-february-8th-and-february-22nd-9am-12pm/10000493307785867,today
Katherine Tash Trunkshow Feb 9th-25th - jinwang bride,,,Jin Wang,"127 Graystone Terrace, San Francisco, CA",https://www.jinwang.net/trunkshows/2023/2/9/katherine-tash-trunkshow,today
"Domini Hoskins Black History Museum: Black History Month Pop-Up Museum — Thrive, The Alliance of Nonprofits for San Mateo County",,,"890 Jefferson Ave, Redwood City, CA",,https://www.thrivealliance.org/events/domini-hoskins-black-history-museum-black-history-month-pop-up-museum,today
San Francisco Performances,,,Herbst Theatre,"401 Van Ness Ave, San Francisco, CA",https://www.cityboxoffice.com/ordertickets.asp?p=12910 | https://sfwarmemorial.org/occasions/110949,tomorrow
Mean Girls,,,Golden Gate Theatre,"1 Taylor St, San Francisco, CA",https://www.vividseats.com/mean-girls---the-musical-tickets-san-francisco-golden-gate-theatre-2-18-2023--theater-musical/production/3999288?utm_medium=organic&utm_source=google_eventsearch | https://tixel.com/theatre-tickets/2023/02/18/mean-girls | https://www.captainticket.com/CA/San-Francisco-Events/Cheap-Mean-Girls-Tickets-Golden-Gate-Theatre-2023-02-18-13-00-00-2120056 | https://www.ticketsmarter.com/e/mean-girls-tickets-san-francisco-2-18-2023-golden-gate-theatre/5206632 | https://www.goldengatetheatresf.com/events/mean-girls-40/,tomorrow
"Fringe, the Indie Music Video Dance Party!",,"9:30 PM GMT-5,12:00 AM GMT-5",Madrone Art Bar,"500 Divisadero St, San Francisco, CA",https://www.eventbrite.com/e/fringe-the-indie-music-video-dance-party-tickets-530628132027 | https://allevents.in/san%20francisco/fringe-the-indie-music-video-dance-party/10000530628132027,tomorrow
LIVE w/ DJs MIND MOTION & KLEPTIC,,,ForTheCulture Oak,"701 Clay St, Oakland, CA",https://www.eventbrite.com/e/live-w-djs-mind-motion-kleptic-tickets-540728041127 | https://allevents.in/oakland/live-w-djs-mind-motion-and-kleptic/10000540728041127,tomorrow
San Francisco Beer Week,,,"San Francisco, CA",,https://rove.me/to/san-francisco/san-francisco-beer-week,tomorrow
Toxic Thots Comedy: a standup show in a plant store,,"8:00 PM GMT-5,9:30 PM GMT-5",Planterday,"6004 College Ave, Oakland, CA",https://www.eventbrite.com/e/toxic-thots-comedy-a-standup-show-in-a-plant-store-tickets-528865319407 | https://allevents.in/oakland/toxic-thots-comedy-a-standup-show-in-a-plant-store/10000528865319407,tomorrow
Dad in Training - BOOT CAMP,,,Club Six,"60 6th St, San Francisco, CA",https://www.eventbrite.com/e/dad-in-training-boot-camp-tickets-433170694207 | https://allevents.in/san%20francisco/dad-in-training-boot-camp/200023464095329 | https://thegaycalendar.com/e/dad-in-training-boot-camp-25beb,tomorrow
SOAK @ Casements Bar,,,Casements Bar,"2351 Mission St, San Francisco, CA",https://www.songkick.com/concerts/40889510-soak-at-casements-bar?utm_medium=organic&utm_source=microformat | https://www.bandsintown.com/t/104113991?came_from=209 | https://www.eventbrite.com/e/soak-aka-bridie-monds-watson-katie-malco-matinee-at-casements-bar-tickets-532412168127 | https://www.stubhub.com/casements-bar-tickets/venue/130096408/ | https://allevents.in/org/casements-bar/21031114,tomorrow
Cashed Out,,,San Francisco Playhouse,"450 Post St, San Francisco, CA",https://www.vividseats.com/cashed-out-tickets-san-francisco-san-francisco-playhouse-2-18-2023--theater-arts-and-theater/production/4026542?utm_medium=organic&utm_source=google_eventsearch | https://www.ticketpickers.shop/events/cashed-out_san-francisco-ca_san-francisco-playhouse_2023-02-18-15-00-00/2205973 | https://www.stagefronttickets.com/events/4026542/cashed-out-tickets-san-francisco-playhouse | https://www.ticketsmarter.com/e/cashed-out-tickets-san-francisco-2-18-2023-san-francisco-playhouse/5282600 | https://www.feefreeticket.com/cashed-out-san-francisco-playhouse/5282600,tomorrow
Getting There,,,New Conservatory Theatre Center,"25 Van Ness Avenue, Lower Lobby, San Francisco, CA",https://eventseeker.com/san-francisco/feb-9-2023/438078107-getting-there,tomorrow
Javier Pérez: Heart-Speak: Dichos De Mi Padre,,,Mission Cultural Center for Latino Arts,"2868 Mission St, San Francisco, CA",https://www.eventbrite.com/e/heart-speak-dichos-de-mi-padre-by-javier-perez-tickets-478962237947 | https://www.mutualart.com/Exhibition/Javier-Perez--Heart-Speak--Dichos-De-Mi-/39D899F85892568D,today
Live Music (Fridays - Saturdays),,,Napa Valley Distillery,"2485 Stockton St, Napa, CA",https://www.visitnapavalley.com/event/live-music-(fridays-saturdays)/9934/,today
Love Makes the World Go Round at BATS Improv,,,BATS Improv Theatre,"Landmark Building B, San Francisco, CA",https://www.broadwayworld.com/san-francisco/regional/Love-Makes-the-World-Go-Round-3727802,today
Disney's Beauty And The Beast at Sunnyvale Community Players,,,Sunnyvale Community Players,"550 E Remington Dr, Sunnyvale, CA",https://www.broadwayworld.com/los-angeles/regional/Disney-s-Beauty-And-The-Beast-2983035,today
Oakland History is Black History,,,Children's Fairyland,"699 Bellevue Ave, Oakland, CA",https://bayarearegistry.com/event/oakland-history-is-black-history/,today
Black History Month @ Freight & Salvage,,,Freight & Salvage,"2020 Addison St, Berkeley, CA",https://bayarearegistry.com/event/black-history-month-freight-salvage/,today
Straight to the Gate Access: Golden Gate Bay Cruise,,,Golden Gate Bay Cruise,"2829 Taylor St, San Francisco, CA",https://feverup.com/m/105424,today
Design An Afrocentric Headdress for Black Joy Parade & Black History Month,,"2:00 PM GMT-5,3:30 PM GMT-5",Mannequin Madness,"1031 Cotton St, Oakland, CA",https://allevents.in/oakland/design-an-afrocentric-headdress-for-black-joy-parade-and-black-history-month/10000516719741657,today
DEVELOPMENTAL STAGE | “GRADUATE REPERTORY 2023”,,,Nitery Theater,"514 Lasuen Mall, Stanford, CA",https://taps.stanford.edu/event/developmental-stage-graduate-repertory-2023/,today
West Bay Opera: ‘Don Giovanni’,,,TheatreWorks Silicon Valley at the Lucie Stern Theatre,"1305 Middlefield Rd, Palo Alto, CA",https://datebook.sfchronicle.com/event/classical/west-bay-opera-don-giovanni,today
DMP Takevover with DJ Midnight @ Arena SF  02/18/23,,,Arena SF,"2565 Mission St, San Francisco, CA",https://www.eventbrite.com/e/dmp-takevover-with-dj-midnight-arena-sf-021823-tickets-528791588877 | https://allevents.in/san%20francisco/dmp-takevover-with-dj-midnight-arena-sf-02-18-23/10000528791588877,tomorrow
Getting There,,,New Conservatory Theatre Center,"25 Van Ness Avenue, Lower Lobby, San Francisco, CA",https://eventseeker.com/san-francisco/feb-13-2023/438078107-getting-there,tomorrow
Con Brio,,,"Harding Theater, 628 Divisadero St, San Francisco, CA",,https://www.ticketweb.com/event/con-brio-the-independent-tickets/12717815 | https://perto.com/us/san-francisco-4927/the-independent-557141/con-brio-5674193/ | https://www.stereoboard.com/con-brio-tickets/san-francisco | https://www.closeseats.com/san-francisco/jazz-blues/con-brio-tickets/5489189 | http://theindependentsf.com/event/12717815/con-brio/,tomorrow
friday night residents afterhours,,"11:59 PM GMT-5,6:00 AM GMT-5",The EndUp,"401 6th St, San Francisco, CA",https://allevents.in/san%20francisco/friday-night-residents-afterhours/10000533206223167 | https://dothebay.com/events/2023/2/17/friday-night-residents-afterhours-tickets | https://app.discotech.me/events/37350057-friday-night-residents-afterhours-at-the-end-up | https://www.eventbrite.com/e/friday-night-residents-afterhours-tickets-533206223167,tomorrow
Comedy Show Spectacular with Mark Noyer at Red Tomato Pizza House,,,"2017 University Ave, Berkeley, CA",,https://allevents.in/mobile/amp-event.php?event_id=10000532925914757,tomorrow
A Waterfront Walk to S.F.'s Newly Opened Museums + More,,"11:00 AM GMT-5,4:30 PM GMT-5",Salesforce Park,"425 Mission St, San Francisco, CA",https://www.meetup.com/walking-in-sf/,tomorrow
Getting There,,,New Conservatory Theatre Center,"25 Van Ness Avenue, Lower Lobby, San Francisco, CA",https://eventseeker.com/san-francisco/feb-4-2023/438078107-getting-there,tomorrow
Getting There,,,New Conservatory Theatre Center,"25 Van Ness Avenue, Lower Lobby, San Francisco, CA",https://eventseeker.com/san-francisco/feb-5-2023/438078107-getting-there,tomorrow
Getting There,,,New Conservatory Theatre Center,"25 Van Ness Avenue, Lower Lobby, San Francisco, CA",https://eventseeker.com/san-francisco/feb-1-2023/438078107-getting-there,tomorrow
Free Kids Event: Lakeshore's Imagination Builders (San Leandro),,,Lakeshore Learning Store,"1144 Montague Ave, San Leandro, CA",https://www.eventbrite.com/e/free-kids-event-lakeshores-imagination-builders-san-leandro-tickets-546706442687,tomorrow
Foolish Doom,,"4:30 PM GMT-5,3:00 PM GMT-5",142 Throckmorton Theatre,"142 Throckmorton Ave, Mill Valley, CA",https://patch.com/california/millvalley/calendar/event/20230217/899b33f1-23e2-42ea-939e-fc8525108ffb/foolish-doom | https://www.ronniesawesomelist.com/ronnies-awesome-list/foolish-doom,today
Alameda International Film Festival,,,Alameda Theatre & Cineplex,"2317 Central Ave, Alameda, CA",https://alamedapost.com/events/alameda-international-film-festival/,today
Ezer Collective Leadership Intensive West Coast 2023,,,Epic Church San Francisco,"250 Stevenson St, San Francisco, CA",https://www.tickettailor.com/events/josaxton/761935,today
,,"7:30 PM GMT-5,8:30 PM GMT-5",Oshman Family JCC,"3921 Fabian Way, Palo Alto, CA",https://allevents.in/palo%20alto/music-and-movement/10000518291512867 | https://4kids.com/venue/oshman-family-jcc-leslie-family-preschool/,today
San Jose Jazz Winter Fest 2023,,,San Jose Jazz,"310 S 1st St, San Jose, CA",https://www.songkick.com/festivals/969204-san-jose-jazz-winter-fest/id/40838275-san-jose-jazz-winter-fest-2023?utm_medium=organic&utm_source=microformat | https://www.emol.org/calendar/event/san-jose-jazz-2023-winter-fest/,today
Kindergarten Countdown Kits at Danville Library,,,"Parking lot, 400 Front St, Danville, CA",,https://ccclib.bibliocommons.com/events/63c9cceb3bd7e37a63086b4b,today
Eight Precept observance,,,San Fran Dhammaram Temple,"2645 Lincoln Way, San Francisco, CA",https://allevents.in/mobile/amp-event.php?event_id=80001603031471,today
1.5-hour San Francisco Bay Sailing Tour,,"12:30 PM GMT-5,2:15 PM GMT-5",PIER 39,"The Embarcadero, San Francisco, CA",https://feverup.com/m/94081,today
Silent Sky,,,Pacifica Spindrift Players,"1050 Crespi Dr, Pacifica, CA",https://www.broadwayworld.com/regionalbuytickets.cfm?id=3746308&advertiser=2&website=https://www.pacificaspindriftplayers.org/,today
Napa Lighted Art Festival 2023,,,Mia Carta Napa Valley,"1209 1st St, Napa, CA",https://www.cityofnapa.org/1199/Napa-Lighted-Art-Festival-2023 | https://www.visitnapavalley.com/event/napa-lighted-art-festival/9862/ | https://donapa.com/lighted-art-festival/ | https://datebook.sfchronicle.com/event/art-exhibits/napa-lighted-art-festival-meet-the-artists-and-lantern-parade | https://www.napavalleylifemagazine.com/event/napa-lighted-art-festival/,today
Talley Up! Mardi Gras Dance Party!,,"9:00  GMT-5,11:59 PM GMT-5",Mac's at 19 Broadway,"19 Broadway, Fairfax, CA",https://www.pressdemocrat.com/events/?_escaped_fragment_=/show/?start=2020-08-24#!/details/Talley-Up-Mardi-Gras-Dance-Party-/11512234/2023-02-18T21 | http://www.tomfinch.com/upcoming-shows/talley-up-mardi-gras-party-macs-at-19-broadway-fairfax/,tomorrow
Grand Saturdays,,,The Grand,"520 4th St, San Francisco, CA",https://app.discotech.me/events/37288905-grand-saturdays-at-the-grand,tomorrow
Ottmar Liebert,,,Blue Note Napa,"1030 Main St, Napa, CA",https://festivaly.eu/en/ottmar-liebert-luna-negra-blue-note-napa-napa-2023-1 | https://allevents.in/napa/ottmar-liebert-and-luna-negra/210008865854712 | https://dothebay.com/events/2023/2/18/ottmar-liebert-luna-negra-tickets-ymppe58 | https://www.songkick.com/concerts/40657858-ottmar-liebert-at-blue-note-napa | https://www.pressdemocrat.com/events/?date=2010-11-05#!/details/Ottmar-Liebert-Luna-Negra/10972690/2023-02-18T18,tomorrow
DJ Of The Night JC-Caution,,"9:30 PM GMT-5,1:30 AM GMT-5",Slate Bar,"2925 16th St, San Francisco, CA",https://dothebay.com/events/2023/2/18/dj-of-the-night-jc-caution-tickets,tomorrow
Saturday Slaps,,,Arena SF,"2565 Mission St, San Francisco, CA",https://app.discotech.me/events/37289420-saturday-slaps-at-arena | https://www.eventbrite.com/e/arena-sf-20-saturday-slaps-21-tickets-528105938077 | https://allevents.in/mobile/amp-event.php?event_id=10000511392327217,tomorrow
FOR THE NIGHT feat. DJ Vision,,,The Valencia Room,"647 Valencia St, San Francisco, CA",https://app.discotech.me/events/37356420-for-the-night-at-the-valencia-room | https://allevents.in/san%20francisco/for-the-night-feat-dj-j-espinosa-02-18-23/10000538152056287 | https://dothebay.com/events/weekly/sat/for-the-night-feat-dj-vision-tickets | https://www.witheta.com/event/for-the-night-02-18-23-25099 | https://www.eventbrite.com/e/for-the-night-021823-tickets-538152056287,tomorrow
Getting There,,,New Conservatory Theatre Center,"25 Van Ness Avenue, Lower Lobby, San Francisco, CA",https://eventseeker.com/san-francisco/feb-7-2023/438078107-getting-there,tomorrow
Voices of Music Presents: Musica Transalpina: Chamber music from Italy and England,,,St. Mark's Lutheran Church,"1111 O'Farrell St, San Francisco, CA",https://mms.americanrecorder.org/Calendar/moreinfo.php?eventid=77210,tomorrow
Eric Benét,,"7:30 PM GMT-5,12:30 AM GMT-5",Yoshi's,"510 Embarcadero West, Oakland, CA",https://festivaly.eu/en/eric-benet-yoshis-oakland-2023-4 | https://www.songkick.com/concerts/40782582-eric-benet-at-yoshis-oakland | https://yotixxy.com/events/ericbenet-oakland-797623929 | https://www.stagefronttickets.com/events/4214920/eric-benet-tickets-yoshis-jazz-club-oakland | https://www.closeseats.com/oakland/r-and-b-soul/eric-benet-tickets/5451178,tomorrow
In the Mood for Love,,3:40 PM GMT-5,Roxie Theater,"3117 16th St, San Francisco, CA",https://dothebay.com/events/2023/2/18/in-the-mood-for-love-tickets,tomorrow
SF Beer Week Feb 10-19 — Fox Tale Fermentation,,,Fox Tale Fermentation Project,"30 E Santa Clara St Suite 120, San Jose, CA",https://www.foxtalefermentationproject.com/events-2/sf-beer-week-feb-10-19,today
Marin Theatre Company’s ‘Justice’,,"7:30 PM GMT-5,7:30 PM GMT-5",Marin Theatre Company,"397 Miller Ave, Mill Valley, CA",https://datebook.sfchronicle.com/event/theater/marin-theatre-companys-justice/,today
Trunk Show - Pleasanton,,,J'aime Bridal,"719 Main St, Pleasanton, CA",https://10times.com/designer-show-walnut-creek,today
Creative Writing 101,,"6:30 PM GMT-5,8:00 PM GMT-5","2042 Balboa St, San Francisco, CA",,https://www.writingsalons.com/event/creative-writing-101-winter-2023/,today
Opera San José: ‘Falstaff’,,"7:30 PM GMT-5,7:30 PM GMT-5",California Theatre,"345 S 1st St, San Jose, CA",https://datebook.sfchronicle.com/event/classical/opera-san-jose-falstaff,today
February 2023 Graphic Novel Club Events! — Comix Experience,,,Comix Experience,"305 Divisadero St, San Francisco, CA",https://www.comixexperience.com/events/2023/2/1/february-2023-graphic-novel-club-events,today
"15th Annual SF Beer Week Comes to Vallejo! Feb. 10 - Feb 19, 2023 — Visit Vallejo",,,Mare Island Brewing Co. – Ferry Taproom,"289 Mare Island Way, Vallejo, CA",https://www.visitvallejo.com/events/upcoming-events/sf-beer-week,today
Black History Month Mobile Museum in Redwood City,,,Domini Hoskins Black History Museum,"951 Old County Rd, Belmont, CA",https://www.thesanfranciscopeninsula.com/event/black-history-month-mobile-museum-in-redwood-city/8380/,today
Tap Takeover: Fort Point Beer,,,Graduate Palo Alto,"488 University Ave, Palo Alto, CA",https://allevents.in/mobile/amp-event.php?event_id=200023975651724,today
Developer Week 2023,,,"San Francisco, CA",,https://arpio.io/event/developer-week-2023/,today
The Headlands,,,Toni Rembe Theater,"San Francisco, CA",https://www.vividseats.com/the-headlands-tickets-san-francisco-american-conservatory-theater---toni-rembe-theater-2-18-2023--theater-arts-and-theater/production/4249496?utm_medium=organic&utm_source=google_eventsearch | https://www.rateyourseats.com/mobile/tickets/events/the-headlands-february-18-2023-4249496,tomorrow
Horse Feathers - Prince Wolf Returns — Lone Star Saloon,,,"1354 Harrison St, San Francisco, CA",,https://www.lonestarsf.com/new-events-1/2023/2/17/horse-feathers-prince-wolf-returns | https://dothebay.com/events/2023/2/17/horse-feathers-prince-wolf-returns-tickets | https://allevents.in/boise/horse-feathers/10000408056145917?ref=search-page,tomorrow
Family Matinee w/ Marcus Shelby New Orchestra,,,SFJAZZ,"201 Franklin St, San Francisco, CA",https://www.kron4.com/community/calendar/?_escaped_fragment_=/show/?ser=Apcera#!/details/Family-Matinee-w-Marcus-Shelby-New-Orchestra/10511621/2023-02-18T11 | https://dothebay.com/events/2023/2/18/family-matinee-w-marcus-shelby-new-orchestra-tickets | https://mommypoppins.com/san-francisco-bay-area-kids/event/events/sf-jazz-family-matinee-with-marcus-shelby-new-orchestra | https://bayarearegistry.com/event/family-matinee-w-marcus-shelby-new-orchestra/,tomorrow
